intersection_key,road_key,time_key,ก่อนโควิด,โควิด,หลังโควิด
วิทยุ,พระรามที่ 4,09:00-16:00,2,1,1
วิทยุ,พระรามที่ 4,16:00-19:00,1,1,1
วิทยุ,วิทยุ,07:00-09:00,1,1,2
วิทยุ,วิทยุ,09:00-16:00,2,1,1
วิทยุ,วิทยุ,16:00-19:00,1,1,1
วิทยุ,สาทร,07:00-09:00,1,1,2
วิทยุ,สาทร,09:00-16:00,2,1,1
วิทยุ,สาทร,16:00-19:00,1,1,1
วิสุทธิกษัตริย์,ประชาธิปไตย,07:00-09:00,2,2,2
วิสุทธิกษัตริย์,วิสุทธิกษัตริย์,07:00-09:00,2,2,2
ศรีย่าน,นครไชยศรี,07:00-09:00,2,1,2
ศรีย่าน,นครไชยศรี,09:00-16:00,2,1,1
ศรีย่าน,นครไชยศรี,16:00-19:00,2,1,1
ศรีย่าน,สามเสน,07:00-09:00,2,1,2
ศรีย่าน,สามเสน,09:00-16:00,2,1,1
ศรีย่าน,สามเสน,16:00-19:00,2,1,1
ศรีอยุธยา,พระรามที่ 6,07:00-09:00,1,1,2
ศรีอยุธยา,ศรีอยุธยา,07:00-09:00,1,2,2
ศาลาแดง,พระรามที่ 4,07:00-09:00,1,1,2
ศาลาแดง,พระรามที่ 4,09:00-16:00,1,1,1
ศาลาแดง,พระรามที่ 4,16:00-19:00,1,1,1
ศาลาแดง,ราชดำริ,07:00-09:00,1,1,2
ศาลาแดง,ราชดำริ,09:00-16:00,1,1,1
ศาลาแดง,ราชดำริ,16:00-19:00,1,1,1
ศาลาแดง,สีลม,07:00-09:00,1,1,2
ศาลาแดง,สีลม,09:00-16:00,1,1,1
ศาลาแดง,สีลม,16:00-19:00,1,1,1
ศิริราช,พรานนก,07:00-09:00,1,1,1
สวนรื่นฤดี,สุโขทัย,07:00-09:00,1,1,1
สะพานขาว,กรุงเกษม,07:00-09:00,1,1,2
สะพานขาว,กรุงเกษม,09:00-16:00,1,1,1
สะพานขาว,กรุงเกษม,16:00-19:00,1,1,1
สะพานขาว,หลานหลวง,07:00-09:00,1,1,2
สะพานขาว,หลานหลวง,09:00-16:00,1,1,1
สะพานขาว,หลานหลวง,16:00-19:00,1,1,1
สะพานควาย,ประดิพัทธ์,07:00-09:00,1,2,2
สะพานควาย,พหลโยธิน,07:00-09:00,1,2,2
สะพานควาย,สุทธิสาร,07:00-09:00,1,2,2
สะพานดำ,กำแพงเพชร,07:00-09:00,1,1,2
สะพานดำ,กำแพงเพชร 5,07:00-09:00,1,1,1
สะพานดำ,พระรามที่ 6,07:00-09:00,1,1,2
สะพานเหลือง,บรรทัดทอง,07:00-09:00,2,1,1
สะพานเหลือง,พระรามที่ 4,07:00-09:00,2,1,1
สะพานแดง,ทหาร,07:00-09:00,2,1,2
สะพานแดง,ทหาร,09:00-16:00,2,1,1
สะพานแดง,ทหาร,16:00-19:00,2,1,1
สะพานแดง,ประดิพัทธ์,07:00-09:00,2,1,2
สะพานแดง,ประดิพัทธ์,09:00-16:00,2,1,1
สะพานแดง,ประดิพัทธ์,16:00-19:00,2,1,1
สะพานแดง,พระรามที่ 5,07:00-09:00,1,1,2
สะพานแดง,พระรามที่ 5,09:00-16:00,2,1,1
สะพานแดง,พระรามที่ 5,16:00-19:00,1,1,1
สะพานแดง,เตชะวณิช,07:00-09:00,1,1,2
สะพานแดง,เตชะวณิช,09:00-16:00,2,1,1
สะพานแดง,เตชะวณิช,16:00-19:00,1,1,1
สาทร - นราธิวาส,สาทร,07:00-09:00,1,1,3
สาทร - นราธิวาส,สาทร,09:00-16:00,1,1,1
สาทร - นราธิวาส,สาทร,16:00-19:00,1,1,1
สาทร - เจริญกรุง,สาทร,07:00-09:00,1,1,2
สาทร - เจริญกรุง,สาทร,09:00-16:00,1,1,1
สาทร - เจริญกรุง,สาทร,16:00-19:00,1,1,1
สาทร - เจริญกรุง,เจริญกรุง,07:00-09:00,1,1,2
สาทร - เจริญกรุง,เจริญกรุง,09:00-16:00,1,1,1
สาทร - เจริญกรุง,เจริญกรุง,16:00-19:00,1,1,1
สาธุ - จันทน์,จันทน์,07:00-09:00,2,1,2
สาธุ - จันทน์,สาธุประดิษฐ์,07:00-09:00,2,1,2
สาธุประดิษฐ์,สาธุประดิษฐ์,09:00-16:00,2,1,1
สามยอด,มหาไชย,07:00-09:00,1,2,2
สามยอด,มหาไชย,09:00-16:00,1,2,1
